24,0=0,-300,-1
24,25=0,-300,-1
24,26=0,-300,-1
24,27=0,-300,-1
24,28=0,-300,-1
24,29=0,-300,-1
24,30=0,-300,-1
24,31=0,-300,-1
24,32=0,-300,-1
24,33=0,-300,-1
24,34=0,-300,-1
24,35=0,-300,-1
24,56=0,-300,-1
25,0=0,-300,-1
25,7=300,-600,-1
25,8=300,-600,-1
25,9=300,-600,-1
25,25=0,-300,-1
25,26=0,-300,-1
25,45=300,-600,-1
25,46=300,-600,-1
25,47=300,-600,-1
25,56=0,-300,-1
26,0=0,-300,-1
26,7=300,-600,-1
26,8=300,-600,-1
26,9=300,-600,-1
26,25=0,-300,-1
26,26=0,-300,-1
26,45=300,-600,-1
26,46=300,-600,-1
26,47=300,-600,-1
26,56=0,-300,-1
27,0=0,-300,-1
27,7=300,-600,-1
27,8=300,-600,-1
27,9=300,-600,-1
27,25=0,-300,-1
27,26=0,-300,-1
27,45=300,-600,-1
27,46=300,-600,-1
27,47=300,-600,-1
27,56=0,-300,-1
28,0=0,-300,-1
28,7=300,-600,-1
28,8=300,-600,-1
28,9=300,-600,-1
28,25=0,-300,-1
28,26=0,-300,-1
28,30=500,-700,-1
28,32=500,-700,-1
28,34=500,-700,-1
28,45=300,-600,-1
28,46=300,-600,-1
28,47=300,-600,-1
28,56=0,-300,-1
29,0=0,-300,-1
29,12=500,-700,-1
29,21=500,-700,-1
29,25=0,-300,-1
29,26=0,-300,-1
29,56=0,-300,-1
30,0=0,-300,-1
30,25=0,-300,-1
30,26=0,-300,-1
30,30=500,-700,-1
30,32=500,-700,-1
30,34=500,-700,-1
30,40=500,-700,-1
30,50=500,-700,-1
30,56=0,-300,-1
31,0=0,-300,-1
31,25=0,-300,-1
31,26=0,-300,-1
31,56=0,-300,-1
32,0=0,-300,-1
32,25=0,-300,-1
32,26=0,-300,-1
32,30=500,-700,-1
32,32=500,-700,-1
32,34=500,-700,-1
32,56=0,-300,-1
33,0=0,-300,-1
33,25=0,-300,-1
33,26=0,-300,-1
33,56=0,-300,-1
34,0=0,-300,-1
34,25=0,-300,-1
34,26=0,-300,-1
34,56=0,-300,-1
35,0=0,-300,-1
35,25=0,-300,-1
35,26=0,-300,-1
35,56=0,-300,-1
36,0=0,-300,-1
36,3=0,-300,-1
36,4=500,-400,-1
36,5=500,-400,-1
36,6=500,-400,-1
36,7=500,-400,-1
36,8=500,-400,-1
36,9=500,-400,-1
36,10=0,-300,-1
36,25=0,-300,-1
36,26=0,-300,-1
36,56=0,-300,-1
37,0=0,-300,-1
37,1=0,-300,-1
37,2=0,-300,-1
37,3=0,-300,-1
37,4=500,-400,-1
37,5=500,-400,-1
37,6=500,-400,-1
37,7=500,-400,-1
37,8=500,-400,-1
37,9=500,-400,-1
37,10=0,-300,-1
37,11=0,-300,-1
37,12=0,-300,-1
37,13=0,-300,-1
37,14=0,-300,-1
37,15=0,-300,-1
37,16=0,-300,-1
37,17=0,-300,-1
37,18=0,-300,-1
37,19=0,-300,-1
37,20=0,-300,-1
37,21=0,-300,-1
37,22=0,-300,-1
37,23=0,-300,-1
37,24=0,-300,-1
37,25=0,-300,-1
37,26=0,-300,-1
37,27=0,-300,-1
37,28=300,-500,-1
37,29=300,-500,-1
37,30=300,-500,-1
37,31=300,-500,-1
37,32=300,-500,-1
37,33=0,-300,-1
37,34=0,-300,-1
37,35=0,-300,-1
37,36=0,-300,-1
37,37=0,-300,-1
37,38=0,-300,-1
37,39=0,-300,-1
37,40=0,-300,-1
37,41=0,-300,-1
37,42=0,-300,-1
37,43=0,-300,-1
37,44=0,-300,-1
37,45=0,-300,-1
37,46=0,-300,-1
37,47=0,-300,-1
37,48=0,-300,-1
37,49=0,-300,-1
37,50=0,-300,-1
37,51=0,-300,-1
37,52=0,-300,-1
37,53=0,-300,-1
37,54=0,-300,-1
37,55=0,-300,-1
37,56=0,-300,-1
